"","genes","baseMean","log2FoldChange","lfcSE","pvalue","padj","ensembl_gene_id","entrezgene_id"
"10579","Ubl5",685.942048746182,-0.0462576281928335,0.133245988157729,0.650355683969813,0.822121041911838,"ENSMUSG00000084786",66177
"10580","Atrip",1323.03075964078,0.0434841815083504,0.112942872302164,0.650424330549422,0.822121041911838,"ENSMUSG00000025646",235610
"10581","Atrip",1323.03075964078,0.0434841815083504,0.112942872302164,0.650424330549422,0.822121041911838,"ENSMUSG00000025646",111828493
"10582","1110004F10Rik",4284.73179830244,0.0426010818449894,0.111427280520642,0.650789356948396,0.822449799253647,"ENSMUSG00000030663",56372
"10583","Atp6v0e2",8736.15811325436,0.0402893038777069,0.101832839941533,0.650865502838119,0.822474336280576,"ENSMUSG00000039347",76252
"10584","Colq",294.696279470735,-0.0455898041395886,0.168127930206171,0.651139787598507,0.822677528592867,"ENSMUSG00000057606",382864
"10585","Colq",294.696279470735,-0.0455898041395886,0.168127930206171,0.651139787598507,0.822677528592867,"ENSMUSG00000057606",102639719
"10586","Unc13d",36.0106011512155,-0.0342404515036832,0.193250322593973,0.651379812979997,0.822884233573066,"ENSMUSG00000057948",70450
"10587","Gm13498",832.214215502866,-0.0451673605328058,0.119350394389059,0.651540095955302,0.822884233573066,"ENSMUSG00000083270",227885
"10588","Tomm5",387.178339412844,0.0471858301835461,0.139418136680128,0.651623477517524,0.822884233573066,"ENSMUSG00000078713",68512
"10589","Zfp113",1215.37780447497,-0.0434619958323164,0.116681537534948,0.651510337984271,0.822884233573066,"ENSMUSG00000037007",56314
"10590","Rras2",1930.63569001139,0.0475288756436725,0.141920542198706,0.651643943002647,0.822884233573066,"ENSMUSG00000055723",66922
"10591","Rab11a",6002.82918814668,-0.0387718749048925,0.0977354947741098,0.651588828556684,0.822884233573066,"ENSMUSG00000004771",53869
"10592","Ncoa1",5519.62585805159,0.0432057391815163,0.121334496681589,0.65189449503966,0.822986504951529,"ENSMUSG00000020647",17977
"10593","Rims2",3558.51762853229,-0.046105089379873,0.133966652269003,0.652122290583747,0.822986504951529,"ENSMUSG00000037386",116838
"10594","Cmss1",265.015116085143,-0.0469211205807071,0.155604528156605,0.651846313456385,0.822986504951529,"ENSMUSG00000022748",66497
"10595","Anks1",4364.76631762455,0.0403733199119891,0.102457367319108,0.652081960689893,0.822986504951529,"ENSMUSG00000024219",224650
"10596","Fhod3",96.7626256910112,-0.0426110806972061,0.178781516386561,0.651963110762008,0.822986504951529,"ENSMUSG00000034295",225288
"10597","Sclt1",478.658050419368,-0.0462028543066567,0.134189660095752,0.652086407372579,0.822986504951529,"ENSMUSG00000059834",67161
"10598","Kdelr2",2307.4549841347,-0.0353587890241949,0.191400300173096,0.652065083549039,0.822986504951529,"ENSMUSG00000079111",66913
"10599","Clta",1992.30623654811,-0.04094340456386,0.106201036845354,0.652282456005604,0.823025542924181,"ENSMUSG00000028478",12757
"10600","Clptm1",17334.7696215147,0.0418307402898084,0.108095226679222,0.652230064251615,0.823025542924181,"ENSMUSG00000002981",56457
"10601","Adgrg1",42352.3016572021,0.0388076996540929,0.113224136082614,0.652323528330926,0.823025542924181,"ENSMUSG00000031785",14766
"10602","Cog6",2413.75087177241,-0.0398320697147669,0.103079003685286,0.652381024868807,0.823026461760178,"ENSMUSG00000027742",67542
"10603","Trmt1l",1838.0711630288,0.0417588504146656,0.108385221615323,0.653028621052643,0.823485165523285,"ENSMUSG00000053286",98685
"10604","Mgat3",2389.79908653241,-0.0465609219514589,0.134951743960384,0.652960840354692,0.823485165523285,"ENSMUSG00000042428",17309
"10605","Zfand1",493.556285816564,0.0466534371015198,0.136525082836027,0.652880787919048,0.823485165523285,"ENSMUSG00000039795",66361
"10606","Galns",168.342634624831,0.0456925344340303,0.169075602322164,0.652996383211509,0.823485165523285,"ENSMUSG00000015027",50917
"10607","Lrrc42",1207.6650826792,0.0446659793127211,0.123179021496088,0.653243055554945,0.823612298411653,"ENSMUSG00000028617",77809
"10608","Safb2",3332.11171403407,-0.0412265180703075,0.108339328792079,0.65338860852399,0.823724177946157,"ENSMUSG00000042625",224902
"10609","S100a6",446.998766192139,0.0471944206311276,0.14697840833708,0.653765849637878,0.823984811618704,"ENSMUSG00000001025",20200
"10610","Jak1",6789.72673279216,-0.0395617646972046,0.101574399720201,0.653675386703288,0.823984811618704,"ENSMUSG00000028530",16451
"10611","Ppp2r1b",2439.42257781892,-0.0419417121211657,0.111311423183351,0.653759805530442,0.823984811618704,"ENSMUSG00000032058",73699
"10612","Pcyt1a",3489.9538912669,-0.0440559791890916,0.12057824882796,0.654036187267435,0.824253880650493,"ENSMUSG00000005615",13026
"10613","Urah",19.9407534674905,-0.0272031897159234,0.19918518718058,0.654282362323274,0.824349151730497,"ENSMUSG00000025481",76974
"10614","Msn",3052.12109395097,-0.0413689772320635,0.103735066783693,0.654256509899345,0.824349151730497,"ENSMUSG00000031207",17698
"10615","Cox7a2l",1117.04641391327,-0.0443755311686445,0.126257250634938,0.654411919500122,0.824393679916826,"ENSMUSG00000024248",20463
"10616","Rnf170",692.798284569227,-0.0449630185499181,0.129481034188168,0.654431429311819,0.824393679916826,"ENSMUSG00000013878",77733
"10617","Slc25a15",1334.01849636577,-0.0425848761465162,0.11464695541335,0.654518420321612,0.824431629697892,"ENSMUSG00000031482",18408
"10618","Npat",2692.0297593552,0.042579723518987,0.113427996081584,0.654672521795797,0.824554097905957,"ENSMUSG00000033054",244879
"10619","Raf1",7381.94255868823,0.0394852539758823,0.100613770571481,0.654913412382495,0.824714205916912,"ENSMUSG00000000441",110157
"10620","Tmem128",1713.2515875602,-0.0491643202868091,0.120053953102642,0.65501596201134,0.82477170550985,"ENSMUSG00000067365",66309
"10621","Snora7a",20.0833086646468,0.0276222852496263,0.199111213687193,0.655269753896493,0.824804731028942,"ENSMUSG00000064563",100217451
"10622","Usp35",569.740069904518,-0.044662251214046,0.127269590824856,0.65523415196235,0.824804731028942,"ENSMUSG00000035713",244144
"10623","Col9a2",299.197134045854,-0.0463638036363582,0.155914986130409,0.655412905250811,0.824913299793929,"ENSMUSG00000028626",12840
"10624","Plrg1",2126.48882345962,0.041195466790663,0.107292514629754,0.655509369117815,0.824963093183166,"ENSMUSG00000027998",53317
"10625","Usp15",2254.6241082803,-0.0414605512589803,0.110249052067508,0.655832432053519,0.825298029677278,"ENSMUSG00000020124",14479
"10626","Ppp4c",3126.41261489217,0.0422332696694534,0.114082473231359,0.655893291793032,0.825302980768563,"ENSMUSG00000030697",56420
"10627","Ccdc102a",316.324001681981,-0.0464161479221235,0.147935660904807,0.655984935090564,0.825346662235789,"ENSMUSG00000063605",234582
"10628","Fig4",2304.13315695986,0.0408388186898504,0.106330111104879,0.656201653662009,0.825476058550266,"ENSMUSG00000038417",103199
"10629","Rmi2",83.8279201224601,-0.0393714047677171,0.184697907952226,0.65619463285313,0.825476058550266,"ENSMUSG00000037991",223970
"10630","Pdcd6",2231.25018155394,0.0422861257775052,0.1128786567591,0.656384372132216,0.82556854435098,"ENSMUSG00000021576",18570
"10631","Exosc2",896.729290277952,0.0436619359383387,0.119684549294572,0.656389061300438,0.82556854435098,"ENSMUSG00000039356",227715
"10632","Sumo2",1624.67445756948,-0.0430930450496785,0.115808050961262,0.656719786490214,0.825912861253914,"ENSMUSG00000020738",170930
"10633","Sdhaf3",130.247965402532,-0.0446847867953684,0.168497300806627,0.656777236121962,0.825913467715865,"ENSMUSG00000042505",71238
"10634","Naif1",321.976679642915,0.0464414845670913,0.146658760605357,0.657216420649144,0.826322406258893,"ENSMUSG00000039164",71254
"10635","Dennd2c",28.5926093808496,0.0321291018883979,0.195249644085725,0.657170395060019,0.826322406258893,"ENSMUSG00000007379",329727
"10636","Pth1r",454.541475987556,0.0463223237562103,0.139711471213923,0.65738426174656,0.826461760908916,"ENSMUSG00000032492",19228
"10637","Nit1",991.402554230168,0.0427671004665398,0.114983051496059,0.657553890873747,0.826603339104101,"ENSMUSG00000013997",27045
"10638","Gm11423",76.6336106366572,0.0412378221663905,0.181353903866411,0.657820828656485,0.82666569476099,"ENSMUSG00000085175",100503272
"10639","Slfn8",29.621496027841,-0.0311025410780607,0.195675487292463,0.657702644518423,0.82666569476099,"ENSMUSG00000035208",276950
"10640","Kazald1",49.9815163061027,-0.0372335505043508,0.188103051263706,0.657938163836498,0.82666569476099,"ENSMUSG00000025213",107250
"10641","Cryz",775.348883150958,0.0444189879427709,0.125047038215128,0.657960169627029,0.82666569476099,"ENSMUSG00000028199",12972
"10642","Fam136a",1157.14906461075,0.0443764635747843,0.125648335824643,0.658002629158631,0.82666569476099,"ENSMUSG00000057497",66488
"10643","Ilk",8393.96534812113,0.0423681194690565,0.114196138106513,0.657852249431387,0.82666569476099,"ENSMUSG00000030890",16202
"10644","Lca5",941.564491828496,-0.0431081363173575,0.119416133290837,0.657793177081341,0.82666569476099,"ENSMUSG00000032258",75782
"10645","Cetn3",2420.05330382366,0.0432727429119877,0.118923068290995,0.658122268164449,0.826744358707926,"ENSMUSG00000021537",12626
"10646","Dstn",9436.74226161088,0.0394604135224551,0.100932902603378,0.65839133239725,0.826814306941115,"ENSMUSG00000015932",56431
"10647","1700003F12Rik",44.6789246701285,0.0365113875120731,0.189777977760013,0.658242101360542,0.826814306941115,"ENSMUSG00000038523",75480
"10648","Snord88c",18.4050322819174,-0.0258834154009939,0.199737748021787,0.65838659081956,0.826814306941115,"ENSMUSG00000118729",100217434
"10649","Suox",1885.76622645268,0.0430962054885349,0.12083681628197,0.658758782494265,0.82697071855588,"ENSMUSG00000049858",211389
"10650","Ranbp17",328.84180259751,0.0461789383483543,0.141475276949352,0.658692337109128,0.82697071855588,"ENSMUSG00000040594",66011
"10651","Capn15",2045.36035472306,-0.0415499647245804,0.112731541288673,0.658666031757374,0.82697071855588,"ENSMUSG00000037326",50817
"10652","Ptpn3",21.8234416143596,-0.0281792981719185,0.198133742895596,0.658723897565043,0.82697071855588,"ENSMUSG00000038764",545622
"10653","Elmo3",89.8678058545815,0.0426837879930432,0.177030005541883,0.658858961907927,0.827024868375855,"ENSMUSG00000014791",234683
"10654","Noxred1",22.0001556201169,-0.0288682513652643,0.198326706032934,0.658919270468488,0.827028965739082,"ENSMUSG00000072919",71275
"10655","Fbxo34",1293.94623491131,0.0421816614077597,0.113613502415025,0.65921289890707,0.827254272340924,"ENSMUSG00000037536",78938
"10656","Dtx1",8917.60706263336,0.0404729704533585,0.102785261106086,0.659159620902298,0.827254272340924,"ENSMUSG00000029603",14357
"10657","Twsg1",4335.08745023266,-0.0387014992373093,0.10117710391028,0.659327973236555,0.827327069065568,"ENSMUSG00000024098",65960
"10658","Wnk1",3010.16092397056,0.0418964380466595,0.11823422807364,0.659418318402682,0.827368825634105,"ENSMUSG00000045962",232341
"10659","Zfp608",1268.53526757589,-0.0445047809017544,0.129022688319637,0.659534253060421,0.82744267920301,"ENSMUSG00000052713",269023
"10660","Angptl4",1037.50881587914,0.0462859517056618,0.143842526892811,0.659598410673716,0.827451566838067,"ENSMUSG00000002289",57875
"10661","Acp1",833.463295408154,-0.045170183243109,0.132372306390487,0.659835007939528,0.827533559265336,"ENSMUSG00000044573",11431
"10662","Tmem87b",1411.72571026477,0.0422136431940404,0.114662688692346,0.659777592262002,0.827533559265336,"ENSMUSG00000014353",72477
"10663","Sh3glb1",5133.27263476811,-0.0417529968032561,0.114136653708066,0.660001656935744,0.827670964644444,"ENSMUSG00000037062",54673
"10664","Rtcb",4527.87667150602,0.039965016165627,0.104972256539212,0.660089594594258,0.827709647329835,"ENSMUSG00000001783",28088
"10665","Uspl1",2065.87207792193,-0.0416806267458937,0.108235812274849,0.660192598860801,0.827767214242315,"ENSMUSG00000041264",231915
"10666","Tgoln1",3636.13166588061,0.0399994963017996,0.104441554111957,0.660325128934735,0.827790204867773,"ENSMUSG00000056429",22134
"10667","Tcf7",220.793298455108,-0.0450828281681872,0.162375065929823,0.660551415521999,0.827978419082024,"ENSMUSG00000000782",21414
"10668","Zdhhc18",3362.12387380652,-0.0405420464279766,0.108951378773529,0.660589486378933,0.827978419082024,"ENSMUSG00000037553",503610
"10669","Rbl2",3381.00145332658,-0.0412678568085584,0.112093553094799,0.660836158226515,0.828215994291841,"ENSMUSG00000031666",19651
"10670","Pcdhb21",102.384774374369,-0.0418064650339594,0.177317600145206,0.660989534869154,0.828336613063618,"ENSMUSG00000044022",93892
"10671","Wdr41",1891.91056976209,0.040851583128502,0.109400362136634,0.661158113386713,0.828476259972391,"ENSMUSG00000042015",218460
"10672","Kcnmb2",49.1461572880142,-0.0333829807855305,0.192766526127014,0.661228236407461,0.828483713442298,"ENSMUSG00000037610",72413
"10673","Plekha5",499.462383596749,-0.0446980761423019,0.164019783344588,0.661307206954127,0.828483713442298,"ENSMUSG00000030231",109135
"10674","Pigs",10596.7987484571,0.0406282738953984,0.108385049107443,0.661392657266275,0.828483734667915,"ENSMUSG00000041958",276846
"10675","Qsox1",1543.01639516231,0.0418869509988067,0.114306237179918,0.661685363618198,0.828579307648304,"ENSMUSG00000033684",104009
"10676","Rrp1",8120.65196993424,0.0384729411390796,0.0994535994405499,0.661780570978565,0.828579307648304,"ENSMUSG00000061032",18114
"10677","Fermt3",179.024226620609,-0.045435812923413,0.156263023791496,0.661643085449929,0.828579307648304,"ENSMUSG00000024965",108101
"10678","Fubp3",3057.18256836117,0.0391949864837212,0.102529746519874,0.661811862502922,0.828579307648304,"ENSMUSG00000026843",320267
"10679","Fkbp4",9114.75602006385,0.0404870091567246,0.108626240446168,0.661751989222858,0.828579307648304,"ENSMUSG00000030357",14228
"10680","Furin",1716.03216060047,-0.0496906476929334,0.140941662080147,0.662039839456829,0.828698007702407,"ENSMUSG00000030530",18550
"10681","Nkap",1250.6676984057,0.0417317984405243,0.112780192933413,0.662078150311559,0.828698007702407,"ENSMUSG00000016409",67050
"10682","Nwd1",8705.90265144229,-0.0424042158021946,0.117590128634967,0.662381346861893,0.829005936360818,"ENSMUSG00000048148",319555
"10683","Gk5",89.9025506569491,0.040976364233946,0.180365784192502,0.662571546279219,0.829172402067857,"ENSMUSG00000041440",235533
"10684","Ppp3ca",7667.99124185996,0.0390279234714192,0.10261708195249,0.66278644515304,0.829369746403312,"ENSMUSG00000028161",19055
"10685","Got2",2939.13318891047,0.0400989630972968,0.107025184699535,0.662898340235905,0.829438175260219,"ENSMUSG00000031672",14719
"10686","Cyp39a1",453.297367279719,0.045710076227148,0.1437800239142,0.663162135245534,0.829594093417578,"ENSMUSG00000023963",56050
"10687","Lypd6b",47.3653789118424,0.0350332597129324,0.191048293211068,0.663194615995981,0.829594093417578,"ENSMUSG00000026765",71897
"10688","Coq2",1587.55577207843,0.040469838268926,0.108364505150801,0.663140048046703,0.829594093417578,"ENSMUSG00000029319",71883
"10689","Larp1",3856.32659896368,0.0403872511238014,0.109060810581251,0.663594888615599,0.830023181360448,"ENSMUSG00000037331",73158
"10690","Ttll13",22.0106209228063,0.0287928330481047,0.197494003916474,0.663759413421296,0.830157347807276,"ENSMUSG00000045467",269954
"10691","Cst3",95026.6552274024,-0.0410403551753173,0.114881870078807,0.664047397574798,0.830231042604296,"ENSMUSG00000027447",13010
"10692","Apoc1",39.2960077907964,0.0336926548851011,0.192605921421191,0.664036005484199,0.830231042604296,"ENSMUSG00000040564",11812
"10693","Supt5",5826.8435411316,0.0395750419658657,0.107768468129414,0.663919290075978,0.830231042604296,"ENSMUSG00000003435",20924
"10694","Cep44",481.101666227867,0.044356254760152,0.130587382268438,0.66400356768993,0.830231042604296,"ENSMUSG00000038215",382010
"10695","Zfp454",468.662914662482,-0.0447877947771569,0.132399453409883,0.664597360645291,0.830665838312397,"ENSMUSG00000048728",237758
"10696","Polr2d",1829.5769279222,0.0431750874701906,0.124539782402531,0.664830641061721,0.830665838312397,"ENSMUSG00000024258",69241
"10697","Rpl17",131.255102877103,0.0443548255041827,0.166330951477877,0.664782703511538,0.830665838312397,"ENSMUSG00000062328",319195
"10698","Ptar1",280.063423546419,-0.0449620058816136,0.156766411675942,0.664696269690905,0.830665838312397,"ENSMUSG00000074925",72351
"10699","Arpc5l",1731.99093599082,0.0417271112380109,0.115544400655931,0.664853523781008,0.830665838312397,"ENSMUSG00000026755",74192
"10700","Trpc4",169.371600517781,0.0445523249694199,0.165295710289374,0.664571053656891,0.830665838312397,"ENSMUSG00000027748",22066
"10701","Tcaf2",20.3960176979793,-0.0265510587440428,0.198876851604663,0.664722406814183,0.830665838312397,"ENSMUSG00000029851",232748
"10702","Timm8b",764.776813242245,0.0432171493425259,0.123505016746638,0.664764101872948,0.830665838312397,"ENSMUSG00000039016",30057
"10703","Nrf1",2718.53840357656,-0.038512993206231,0.102895680876366,0.665186992976107,0.830939257639807,"ENSMUSG00000058440",18181
"10704","Mta2",7284.45007225755,0.0387164773676438,0.100431232018823,0.665436987644043,0.831179929944286,"ENSMUSG00000071646",23942
"10705","Rpl8",1808.68731131392,-0.0424916386049089,0.122020718010505,0.665892749699537,0.831677557300472,"ENSMUSG00000003970",26961
"10706","Tgm4",244.619302014012,0.0453441845956835,0.155150546593146,0.666430876793916,0.832277961216142,"ENSMUSG00000025787",331046
"10707","Pter",398.744070004049,0.0450648266185884,0.146371562618497,0.666708901037434,0.832553457988004,"ENSMUSG00000026730",19212
"10708","Ube2t",290.504752762246,0.0440714366696298,0.166579185846313,0.66701805407298,0.832797906401473,"ENSMUSG00000026429",67196
"10709","Cntrl",1349.48556068988,0.041105600967073,0.113383042604087,0.667115029805919,0.832797906401473,"ENSMUSG00000057110",26920
"10710","Myo6",9800.03702265399,-0.042325872296891,0.12161265240495,0.66713442439969,0.832797906401473,"ENSMUSG00000033577",17920
"10711","Cul2",3152.68943139434,0.0389231198353738,0.104620614247092,0.667378706567071,0.83303112249758,"ENSMUSG00000024231",71745
"10712","Nxpe3",233.594086592191,-0.0446380434638136,0.155164209730682,0.667440899770046,0.833037032099356,"ENSMUSG00000075033",385658
"10713","Cenpe",912.341956298045,-0.0443059009399286,0.140249993630118,0.667820806055838,0.833439446173499,"ENSMUSG00000045328",229841
"10714","Mgat4b",2707.21063198484,0.0385390364498418,0.103026085268732,0.66805566403065,0.833558773833026,"ENSMUSG00000036620",103534
"10715","Kit",292.035437762758,0.0444816511059098,0.160640801575729,0.668043915321085,0.833558773833026,"ENSMUSG00000005672",16590
"10716","6430571L13Rik",80.405027484597,-0.0398030167904785,0.180104612834202,0.668146400242351,0.833558773833026,"ENSMUSG00000037977",235599
"10717","Rab39b",1728.8273814474,0.0397472700384746,0.107977246099635,0.668113172478013,0.833558773833026,"ENSMUSG00000031202",67790
"10718","Sde2",1983.20696893855,0.036458359190169,0.105831503086834,0.668298822927926,0.833641767436681,"ENSMUSG00000038806",208768
"10719","Cryzl1",1936.64197165276,0.0394156433074733,0.106970629044623,0.668553158787135,0.833641767436681,"ENSMUSG00000058240",66609
"10720","Ppp6c",2094.20442797057,-0.0398562574698008,0.110328708692099,0.668440890313493,0.833641767436681,"ENSMUSG00000026753",67857
"10721","Bcl10",1745.00413582301,0.0401159315321371,0.110260600530993,0.668454956724798,0.833641767436681,"ENSMUSG00000028191",12042
"10722","Me3",346.532582060886,0.0450219256453758,0.148460585757744,0.668557927299371,0.833641767436681,"ENSMUSG00000030621",109264
"10723","Serpinh1",7858.79258334206,0.0442796189702815,0.130048660663195,0.668356139333674,0.833641767436681,"ENSMUSG00000070436",12406
"10724","Nog",343.069725870006,-0.0444940062154884,0.143912639420495,0.668791396929937,0.833861168962008,"ENSMUSG00000048616",18121
"10725","Chrna4",279.76332117944,-0.0441237225431455,0.157960583273662,0.668959316940298,0.833927100343976,"ENSMUSG00000027577",11438
"10726","Rimbp3",62.0894615390384,-0.0382821911238693,0.183325866280857,0.669196932361326,0.834083442613526,"ENSMUSG00000071636",239731
"10727","Cdsn",19.8426000372377,-0.0248376623716211,0.1997823577638,0.669199793383952,0.834083442613526,"ENSMUSG00000039518",386463
"10728","Acbd5",4121.22379158871,-0.0373900926417915,0.100460635168061,0.669325617240331,0.834168554865496,"ENSMUSG00000026781",74159
"10729","Ptpn5",1189.7667001237,-0.0417934906072028,0.122908080166776,0.669515963025276,0.834334058100434,"ENSMUSG00000030854",19259
"10730","Mgll",10691.179160985,0.0432798136818959,0.126773060283716,0.670035321714774,0.834909505304752,"ENSMUSG00000033174",23945
"10731","Prmt2",5045.07141588046,-0.0402316137613378,0.113269928595846,0.670126629879662,0.834951519422082,"ENSMUSG00000020230",15468
"10732","Tox4",3667.27726488083,0.0395499151528883,0.105362616553865,0.670215461449201,0.834990440843045,"ENSMUSG00000016831",268741
"10733","Zfp59",413.935593949874,0.0437370530263693,0.132493478989889,0.670431739602485,0.835116364013818,"ENSMUSG00000078779",22717
"10734","Irgm2",190.122329447031,-0.043736922912657,0.161175575337558,0.670675776622941,0.835276815520951,"ENSMUSG00000069874",54396
"10735","Ccl25",100.647549512541,0.0418681435352995,0.174828382929752,0.670629113852183,0.835276815520951,"ENSMUSG00000023235",20300
"10736","Atp10b",782.44136895628,0.0438895763545876,0.164606415571518,0.670821295020854,0.835327762683306,"ENSMUSG00000055415",319767
"10737","4930570G19Rik",338.610699014512,0.0454740938038622,0.140547171093094,0.670889534327798,0.835327762683306,"ENSMUSG00000085084",329782
"10738","Vamp1",1928.440961776,-0.043893483463135,0.138609362735329,0.670851445249767,0.835327762683306,"ENSMUSG00000030337",22317
"10739","Vamp1",1928.440961776,-0.043893483463135,0.138609362735329,0.670851445249767,0.835327762683306,"ENSMUSG00000030337",78668
"10740","Myl2",18.4574324083982,-0.0240570042148317,0.200130559611433,0.671384632900916,0.83580065325412,"ENSMUSG00000013936",17906
"10741","Gm2011",70.4068797130812,0.0392570890700406,0.181546141772895,0.671455052237019,0.835816549096961,"ENSMUSG00000121347",100039027
"10742","Tufm",1236.35696323198,-0.0413766602870332,0.120193853473118,0.671620253189957,0.835950414727679,"ENSMUSG00000073838",233870
"10743","Gar1",672.547585629783,-0.0425018368333288,0.130123260802618,0.671933392791869,0.836206197526323,"ENSMUSG00000028010",68147
"10744","Slc30a9",4325.94718660428,0.035470109482385,0.0991420042432141,0.671941109200005,0.836206197526323,"ENSMUSG00000029221",109108
"10745","Scap",7390.18650742978,-0.0398615326077901,0.113055424165035,0.672000804316414,0.836208708349443,"ENSMUSG00000032485",235623
"10746","Ahrr",59.5008338277252,0.0344058345587106,0.19037551137278,0.6721807954509,0.836360897051763,"ENSMUSG00000021575",11624
"10747","Bard1",42.9080124534775,0.034471802059406,0.190000783225787,0.672618020175143,0.836689494337128,"ENSMUSG00000026196",12021
"10748","Map3k14",569.447831783109,0.0428124339313254,0.127890055367308,0.672574261918776,0.836689494337128,"ENSMUSG00000020941",53859
"10749","Rad54b",465.134806138703,0.044243352168975,0.148632782068912,0.672616219892826,0.836689494337128,"ENSMUSG00000078773",623474
"10750","Mir6516",29.5955765040203,0.0308536108672724,0.194561010133602,0.672969597409512,0.836921923968773,"ENSMUSG00000104740",102465258
"10751","Lyar",744.071692013482,0.0427406162563018,0.12777989512335,0.672978051429711,0.836921923968773,"ENSMUSG00000067367",17089
"10752","3010001F23Rik",49.8024806106029,0.0356127257552651,0.188244738898871,0.672954621584205,0.836921923968773,"ENSMUSG00000084885",75693
"10753","Fam98b",80.9338129783252,-0.0365286985601412,0.185732334144917,0.673172303167718,0.837074672930121,"ENSMUSG00000027349",68215
"10754","Gins3",436.035500987179,0.0443042597025901,0.146992313596352,0.6732163530394,0.837074672930121,"ENSMUSG00000031669",78833
"10755","Cntn1",7822.27764923858,-0.0428978379781616,0.133346177010951,0.673362822291356,0.837184992503223,"ENSMUSG00000055022",12805
"10756","Ift80",968.582623344797,-0.0406744632986217,0.122325827708137,0.673699390259849,0.83753162064717,"ENSMUSG00000027778",68259
"10757","Cd300a",33.3791319550242,-0.0303506435655923,0.194540213270318,0.673811991008406,0.837569255399229,"ENSMUSG00000034652",217303
"10758","Bicd2",9243.47889157486,0.0390289919095145,0.10869155969711,0.674276781393447,0.837569255399229,"ENSMUSG00000037933",76895
"10759","Ccdc25",1217.92012895501,0.0398120534441035,0.112117430871377,0.674112555930039,0.837569255399229,"ENSMUSG00000022035",67179
"10760","Map3k4",1563.71521744682,-0.0390490800719468,0.113116773485737,0.674075605670563,0.837569255399229,"ENSMUSG00000014426",26407
"10761","Api5",7229.93499390225,-0.0358605099572986,0.0971346596619851,0.674300288664978,0.837569255399229,"ENSMUSG00000027193",11800
"10762","Dpm3",228.751229039145,0.043834066328001,0.157098003799366,0.674172267128402,0.837569255399229,"ENSMUSG00000042737",68563
"10763","Caap1",821.480492565296,-0.0409360183749618,0.119336184367603,0.674197437463659,0.837569255399229,"ENSMUSG00000028578",67770
"10764","Ccnd2",25388.1040457927,-0.0486379624652378,0.126431463560227,0.673862701990205,0.837569255399229,"ENSMUSG00000000184",12444
"10765","Fgf3",40.5604962240066,-0.0317433551891017,0.192805390014147,0.674365148177349,0.837569255399229,"ENSMUSG00000031074",14174
"10766","Cyp4v3",1226.51315663726,-0.0402093856571641,0.115712890170899,0.674278056631723,0.837569255399229,"ENSMUSG00000079057",102294
"10767","Chpt1",5202.04298045687,-0.0383210022001758,0.114228658653016,0.674721847834171,0.837623404959099,"ENSMUSG00000060002",212862
"10768","Fut11",1796.06677724312,-0.0395686279405511,0.113551361835547,0.674825832330861,0.837623404959099,"ENSMUSG00000039357",73068
"10769","Gnpnat1",490.65441028778,0.0428762457098845,0.130338645533793,0.674778384059354,0.837623404959099,"ENSMUSG00000037722",54342
"10770","Lhfpl5",33.8106211628197,0.0317259416269287,0.193345962560392,0.674744850063931,0.837623404959099,"ENSMUSG00000062252",328789
"10771","Rap1a",4145.88648739421,0.0423782002723495,0.126967916989042,0.674870177849684,0.837623404959099,"ENSMUSG00000068798",109905
"10772","Vcam1",18800.8526304719,-0.0402421413056551,0.128681687949415,0.674669536859687,0.837623404959099,"ENSMUSG00000027962",22329
"10773","Zfp628",293.602246820843,0.0440788130438564,0.146478409543236,0.674870947256673,0.837623404959099,"ENSMUSG00000074406",232816
"10774","Rnf25",673.884985328508,0.0416963152245817,0.123105593286118,0.675066645401425,0.837683850952601,"ENSMUSG00000026171",57751
"10775","Naaladl1",41.7284443073368,-0.0336299680561156,0.190198119042944,0.675092986241564,0.837683850952601,"ENSMUSG00000054999",381204
"10776","Zfp420",778.304378144683,-0.0405873354292059,0.123071723261,0.675487730535894,0.83795851093603,"ENSMUSG00000058402",233058
"10777","Nkd2",56.3696822675274,0.0346134522450634,0.189374215574569,0.67560177261917,0.838028276816627,"ENSMUSG00000021567",72293
"10778","Nle1",471.622611175649,-0.0428130566471521,0.134767615075785,0.675721764646905,0.838105410544172,"ENSMUSG00000020692",217011
"10779","Ptcd3",1935.02779185586,-0.04332320147194,0.114749085827708,0.675980788284803,0.838246673610675,"ENSMUSG00000063884",69956
"10780","Rab27a",27.4255531199684,-0.0286724957424658,0.195991848121222,0.676009112143468,0.838246673610675,"ENSMUSG00000032202",11891
"10781","Dnph1",355.555105310212,0.043548476668944,0.153198184068571,0.676089598775678,0.838274780043597,"ENSMUSG00000040658",381101
"10782","Stap2",50.6648457841949,-0.0342201625688041,0.189107504677238,0.67616953120139,0.838302194574803,"ENSMUSG00000038781",106766
"10783","Thap4",1047.25728765723,-0.0397823634827421,0.115297343704402,0.67678801747074,0.838334111806783,"ENSMUSG00000026279",67026
"10784","Mfsd11",3032.90467840957,0.0398601273541818,0.114799408340188,0.676466771127397,0.838334111806783,"ENSMUSG00000020818",69900
"10785","Nploc4",5778.73486049934,0.0369450727206225,0.1013196433319,0.676604223731699,0.838334111806783,"ENSMUSG00000039703",217365
